ID,Titre,Entreprise,Lieu,Source,Date,Description,Lien
46,"Formateur Vacataire en Élaboration et Gestion des Marchés","INSTITUT DE FORMATION AUX MÉTIERS DU BTP","Fès","Emploi.ma","03/01/2026","Nous sommes à la recherche d'un Formateur Vacataire en Élaboration et Gestion des Marchés. Missions : Former les apprenants à l’élaboration des documents de marché, incluant les appels d’offres, les contrats, et les cahiers des charges. Assurer des cours sur la gestion des marchés publics et privés, de la phase de conception à l’exécution. Enseigner les étapes clés du processus d’acquisition et de gestion contractuelle, en respectant les réglementations en vigueur. Animer des ateliers pratiques sur l’évaluation des offres, la négociation des contrats et le suivi des marchés. Fournir des outils de gestion et de contrôle pour assurer la conformité et la qualité des prestations.","https://www.emploi.ma/offre-emploi-maroc/formateur-vacataire-elaboration-gestion-marches-fes-9123050"
47,"Formateur Vac en Appliquer les Techniques de Calcul des Ratios en BTP","INSTITUT DE FORMATION AUX MÉTIERS DU BTP","Fès","Emploi.ma","03/01/2026","Nous sommes à la recherche d'un Formateur Vac en Appliquer les Techniques de Calcul des Ratios en BTP. Missions principales : Transmettre aux stagiaires les savoirs et savoir-faire relatifs à : L’application des méthodes de calcul de base en arithmétique et géométrie du BTP ; Les bases de calcul RDM et de pré-dimensionnement des sections par contraintes admissibles ; L’ exploitation et la construction de tableaux de ratios pour les ouvrages de gros œuvre et second œuvre ; L’ effectuation des corrections de calcul et l’ajustement des valeurs selon les coefficients et taux de pertes ; L’ utilisation de logiciels de calcul de ratios et d’outils numériques d’...","https://www.emploi.ma/offre-emploi-maroc/formateur-vac-appliquer-techniques-calcul-ratios-btp-fes-9123040"
48,"Formateur Vac en Appliquer les Méthodes en Réalisation des Travaux","INSTITUT DE FORMATION AUX MÉTIERS DU BTP","Fès","Emploi.ma","03/01/2026","Nous sommes à la recherche d'un Formateur Vac en Appliquer les Méthodes en Réalisation des Travaux. Missions principales : Encadrer les stagiaires dans l’acquisition des compétences suivantes : Analyser les méthodes établies en étude avec l’équipe travaux ; Organiser le chantier de façon rationnelle et optimale ; Appliquer les méthodes de réalisation (plan d’installation, cycles, calepinage, préfabrication) ; Assurer l’exécution et le suivi des méthodes préétablies (plans de charge, gestion du matériel et des matériaux) ; Garantir la traçabilité (rapports, procès-verbaux, archivage des plans méthodes). Préparer et animer les activités pédagogiques (études de cas, travaux...","https://www.emploi.ma/offre-emploi-maroc/formateur-vac-appliquer-methodes-realisation-travaux-fes-9123037"
49,"Formateur Vacataire en Élaboration et Gestion des Marchés","INSTITUT DE FORMATION AUX MÉTIERS DU BTP","Fès","Emploi.ma","03/01/2026","Nous sommes à la recherche d'un Formateur Vacataire en Élaboration et Gestion des Marchés. Missions : Former les apprenants à l’élaboration des documents de marché, incluant les appels d’offres, les contrats et les cahiers des charges. Assurer des cours sur la gestion des marchés publics et privés, de la phase de conception à l’exécution. Enseigner les étapes clés du processus d’acquisition et de gestion contractuelle, en respectant les réglementations en vigueur. Animer des ateliers pratiques sur l’évaluation des offres, la négociation des contrats et le suivi des marchés. Fournir des outils de gestion et de contrôle pour assurer la conformité et la qualité des prestations.","https://www.emploi.ma/offre-emploi-maroc/formateur-vacataire-elaboration-gestion-marches-fes-9123035"
50,"Formateur Vacataire en ""Appliquer des règles d’HSE""","INSTITUT DE FORMATION AUX MÉTIERS DU BTP","Fès","Emploi.ma","03/01/2026","Nous sommes à la recherche d'un Formateur Vacataire en ""Appliquer des règles d’HSE"". Missions principales : Transmettre les connaissances et pratiques relatives : aux lois et règlements en matière d’hygiène, de santé et de sécurité au travail ; à l’identification et l’évaluation des risques professionnels dans le secteur BTP ; à la mise en œuvre des mesures préventives et d’urgence ; à l’application des normes de respect de l’environnement en milieu professionnel. Encadrer les activités pratiques et les simulations d’intervention d’urgence. Évaluer les stagiaires selon les critères de performance définis dans le guide d’appui.","https://www.emploi.ma/offre-emploi-maroc/formateur-vacataire-appliquer-regles-hse-fes-9123032"
51,"Comptable en Intérim (H/F)","DEKRA SERVICES","Casablanca","Emploi.ma","03/01/2026","Note client, une société de service interbancaire basée à Maarif, cherche dans le cadre de l’intérim, un Comptable. Vous serez en charge de : La comptabilité générale Suivre les opérations bancaires. Comptabiliser les différents flux de trésorerie (Encaissements, Décaissements). Préparer les états de rapprochements bancaires. Préparer, déclarer, comptabiliser et assurer le suivi des déclarations TVA Assurer le classement des différentes pièces comptables. Assurer la réconciliation des comptes généraux","https://www.emploi.ma/offre-emploi-maroc/comptable-interim-hf-casablanca-9123028"
52,"Formateur Vacataire en Réglementation Environnementale (BTP)","INSTITUT DE FORMATION AUX MÉTIERS DU BTP","Fès","Emploi.ma","03/01/2026","Nous sommes à la recherche d'un Formateur Vacataire en Réglementation Environnementale (BTP). Missions : Enseigner les réglementations et normes environnementales spécifiques au secteur du BTP (Bâtiment et Travaux Publics). Former les apprenants sur les démarches de conformité, les lois en vigueur, ainsi que les bonnes pratiques environnementales. Proposer des études de cas pratiques pour illustrer l’application de ces réglementations sur les chantiers. Sensibiliser aux enjeux du développement durable dans le cadre des projets de construction.","https://www.emploi.ma/offre-emploi-maroc/formateur-vacataire-reglementation-environnementale-btp-fes-9123027"
53,"Chargé de Portefeuille","FONDATION ARRAWAJ","Tissa","Emploi.ma","03/01/2026","Fondation ARRAWAJ, est un acteur économique et social majeur dans le secteur de la micro-finance, elle s’appuie sur un capital humain fort de plus de 2000 collaborateurs, réparti sur un réseau de plus de 208 agences.Dans le cadre de son développement, la fondation ARRAWAJ recrute des Chargés de Portefeuille H/F au niveau de notre agence à TISSA . Missions : En tant que « Chargé de Portefeuille », vous aurez pour principales missions : Gérer et développer le portefeuille client Faire des prospections de nouveaux clients Mettre en avant nos produits et nos services auprès des clients potentiels Accompagner et conseiller les clients...","https://www.emploi.ma/offre-emploi-maroc/charge-portefeuille-tissa-9122594"
54,"Merchandiser 3D","BRICOMA","Casablanca","Emploi.ma","03/01/2026","Dans le cadre de notre stratégie de développement des magasins Bricoma et d'expansion du réseau, nous recrutons un/une Merchandiser 3D , dont les missions principales sont : Concevoir et proposer des plans d’aménagement et de relooking des points de vente existants tout en respectant le concept Bricoma. Élaborer des modélisations 3D des univers salle de bain - sanitaire, plein air-jardinage, revêtement des sols et des murs, décoration… Collaborer étroitement avec les équipes magasins, pour assurer la bonne présentation des produits. Participer activement à la conception du plan rayonnage pour les nouvelles ouvertures de magasins. Assurer le suivi des chantiers de réaménagement pour garantir le...","https://www.emploi.ma/offre-emploi-maroc/merchandiser-3d-casablanca-9122478"
55,"Chargé de Portefeuille","FONDATION ARRAWAJ","Tétouan","Emploi.ma","03/01/2026","Fondation ARRAWAJ, est un acteur économique et social majeur dans le secteur de la micro-finance, elle s’appuie sur un capital humain fort de plus de 2000 collaborateurs, réparti sur un réseau de plus de 208 agences.Dans le cadre de son développement, la fondation ARRAWAJ recrute des Chargés de Portefeuille H/F au niveau de notre agence à Tetouan . Missions : En tant que « Chargé de Portefeuille », vous aurez pour principales missions : Gérer et développer le portefeuille client Faire des prospections de nouveaux clients Mettre en avant nos produits et nos services auprès des clients potentiels Accompagner et conseiller les clients...","https://www.emploi.ma/offre-emploi-maroc/charge-portefeuille-tetouan-9122439"
56,"Automaticien – Engins Portuaires","TECTRA","Agadir","Emploi.ma","03/01/2026","Nous sommes à la recherche des Automaticiens – Engins Portuaires. Missions : Réaliser la maintenance des systèmes automatisés et de contrôle des engins portuaires. Effectuer le diagnostic des automates (Siemens, Schneider, etc.). Participer à l’optimisation et l’amélioration des programmes automatisés.","https://www.emploi.ma/offre-emploi-maroc/automaticien-engins-portuaires-agadir-9028267"
57,"Hydraulicien – Engins Portuaires","TECTRA","Agadir","Emploi.ma","03/01/2026","Nous sommes à la recherche d'un Hydraulicien – Engins Portuaires. Missions : Assurer la maintenance préventive et corrective des systèmes hydrauliques (pompes, vérins, circuits). Identifier les fuites, anomalies et effectuer les réparations nécessaires. Contribuer à l’optimisation des systèmes hydrauliques.","https://www.emploi.ma/offre-emploi-maroc/hydraulicien-engins-portuaires-agadir-9028253"
58,"Électromécanicien – Engins Portuaires","TECTRA","Agadir","Emploi.ma","03/01/2026","Nous sommes à la recherche d'un Électromécanicien – Engins Portuaires. Missions : Réaliser la maintenance électromécanique des engins (diagnostic électrique + mécanique). Assurer le suivi des interventions et proposer des améliorations techniques. Veiller au bon fonctionnement des systèmes électromécaniques.","https://www.emploi.ma/offre-emploi-maroc/electromecanicien-engins-portuaires-agadir-9028246"
