title_clean,company_clean,location_clean,desc_length,word_count,is_remote,has_contract_info,has_experience_info,has_education_info,has_salary_info,balanced_category
quality analysts (h/f) pour le lancement d’une nouvelle activité sur notre site à casacity.,foundever (ex sitel group),casablanca,349,48,0,0,0,0,0,AUTRE
contrôleur de gestion (h/f),non spécifié,casablanca,379,47,0,0,1,0,0,COMPTABILITE_FINANCE
nous recrutons des teams managers pour le lancement d’une nouvelle activité sur notre site à yaacoub el mansour.,foundever (ex sitel group),casablanca,341,48,0,0,0,0,0,MANAGEMENT
auditeur interne confirmé,madaef,rabat,359,54,0,0,0,0,1,COMPTABILITE_FINANCE
maintenance manager,domino hr morocco,kenitra,499,67,0,0,1,1,0,PRODUCTION_INDUSTRIE
chargé de qualité (hispanophone),marketing call center,rabat,303,38,0,0,0,0,0,AUTRE
team leader “hispanohablante”,marketing call center,rabat,432,62,0,0,0,0,0,AUTRE
trainer & coach (español/english),marketing call center,rabat,337,45,0,0,0,0,1,AUTRE
night shift advisor (fr/eng),marketing call center,rabat,393,56,0,0,0,0,0,AUTRE
stage pfe - moyens generaux,groupe label'vie - carrefour,skhirat (maroc),406,57,0,1,0,1,0,AUTRE
chargé de mission qualité système environnement h/f,groupe azura,agadir,418,52,0,0,0,1,0,AUTRE
chargé(e) de mission rse,non spécifié,rabat,397,57,0,0,0,1,0,AUTRE
chargé(e) de formation,non spécifié,rabat,346,50,0,0,0,1,0,AUTRE
assistant de direction,manpower agences,casablanca,386,50,0,0,1,0,0,ADMINISTRATIF
chargé(e) d'administration du personnel (f/h),sofrecom maroc,casablanca,391,56,0,0,0,1,0,AUTRE
chargé(e) de la comptabilité,menara holding,marrakech,359,51,0,0,0,1,0,COMPTABILITE_FINANCE
directeur achats et services généraux (f/h),sofrecom maroc,rabat,360,49,0,0,0,0,0,MANAGEMENT
chef d'agence,fondation arrawaj,fès,450,61,0,0,0,0,0,AUTRE
chef d'agence,fondation arrawaj,sala al jadida (maroc),421,57,0,0,0,0,0,AUTRE
chef d'agence,fondation arrawaj,salé,391,51,0,0,0,0,0,AUTRE
chef d'agence,fondation arrawaj,agadir,366,53,0,0,0,0,0,AUTRE
chef d'agence,fondation arrawaj,casablanca,419,56,0,0,0,0,0,AUTRE
conseillers(re) client bilingues anglophones fai,non spécifié,mohammadia (maroc),406,59,0,0,0,1,0,AUTRE
gestionnaire facturation et recouvrement,pwc,casablanca,376,51,0,0,0,1,0,AUTRE
dévelppeur/intégrateur dynatrace,dxc - cdg,rabat,367,48,0,0,0,1,0,IT_DEVELOPPEMENT
chargé de compte (h/f),bank assafa,marrakech,418,54,0,0,0,1,0,AUTRE
consultant technique senior servicenow,dxc - cdg,casablanca,477,63,0,0,1,0,0,IT_DEVELOPPEMENT
it sales engineer offshore (h/f),dxc - cdg,"technopolis, sala al jadida (maroc)",393,56,0,0,0,1,0,COMMERCIAL_VENTE
consultant technico-fonctionnel senior dotnet,dxc - cdg,casablanca,361,50,0,0,1,1,0,AUTRE
it spécialisé en erp sage x3.,manpower agences,tanger,342,51,0,0,0,1,0,AUTRE
stage pfe – ingénieur spécialisé en matériaux,capgemini engineering,casablanca,367,55,0,0,0,1,0,INGENIERIE
ingénieur r&d en engrenages,capgemini engineering,casablanca,354,48,0,0,0,1,0,INGENIERIE
responsable opérations usine,aya gold & silver,taliouine (maroc),365,54,0,0,0,0,0,MANAGEMENT
consultant technique microsoft dynamics 365 business central,inetum,casablanca,412,56,0,0,0,0,0,AUTRE
superviseur - h/f,tersea,dakar (sénégal),411,61,0,0,0,1,0,AUTRE
brand manager (h/f) - sales & marketing,beauty tech,casablanca,419,62,0,0,0,1,0,COMMERCIAL_VENTE
stagiaire en recrutement it (f/h),sofrecom maroc,casablanca,413,61,0,0,0,1,0,AUTRE
acheteur senior,um6p - université mohammed vi polytechnique,marrakech,327,45,0,0,1,1,0,LOGISTIQUE_TRANSPORT
assistante administrative,non spécifié,casablanca,352,47,0,0,0,1,0,ADMINISTRATIF
ingénieur en conception de roulements,capgemini engineering,casablanca,357,45,0,0,0,1,0,INGENIERIE
stage pfe – hr business partner,non spécifié,casablanca,365,54,0,1,0,1,0,AUTRE
sub system technical leader,capgemini engineering,kenitra,426,60,0,0,0,1,0,AUTRE
attaché parc,non spécifié,mohammedia,312,46,0,0,0,1,0,AUTRE
agent port (logistique parc automobile),cac (centrale automobile chérifienne),casablanca,340,48,0,0,0,0,0,LOGISTIQUE_TRANSPORT
asesor digital 100% chat (español),marketing call center,rabat,351,47,0,0,0,0,0,AUTRE
conseillers client - support technique n2 (ftth),marketing call center,rabat,407,53,0,0,0,0,0,AUTRE
agente di moderazione dei contenuti (lingua italiana),marketing call center,rabat,408,52,0,0,0,1,0,AUTRE
klantenservice medewerker - (dutch / inbound calls),marketing call center,rabat,392,47,0,0,0,0,0,AUTRE
agent de recouvrement,crit,casablanca,342,48,0,0,1,1,0,AUTRE
assistante sav,crit,casablanca,418,55,0,0,1,1,0,ADMINISTRATIF
chargé de clientèle,bank of africa,béni mellal (maroc),378,53,0,0,0,1,0,AUTRE
logistics executive,domino hr morocco,kenitra,413,55,0,0,0,1,0,AUTRE
bilingual (fr/en) backoffice advisors,cnexia,rabat,389,51,0,0,0,1,0,AUTRE
it support specialist,ikea maroc,casablanca,426,60,0,0,1,1,0,AUTRE
it manager,ikea maroc,casablanca,548,76,0,0,0,0,0,MANAGEMENT
chargé de recouvrement,non spécifié,casablanca,354,49,0,0,0,1,0,AUTRE
conseillers clients en réception d'appels -sav,tersea,dakar (sénégal),406,55,0,0,0,1,0,AUTRE
comptable confirmé ( h/f ),sdk wood,casablanca,393,54,0,0,0,1,0,COMPTABILITE_FINANCE
chargé(e) de clientèle bilingue fr/en – secteur bancaire (marché canadien),telus digital,casablanca,412,53,0,0,0,0,0,AUTRE
chargé(e) d'affaires,crit,casablanca,374,48,0,0,0,1,0,AUTRE
chargé(e) de recrutement,crit,casablanca,332,46,0,0,1,1,0,AUTRE
consultant(e) sénior,ailancy,casablanca,479,65,0,0,1,0,0,AUTRE
consultant(e) fonctionnel(le) dynamics 365 f&o,inetum,casablanca,458,63,0,0,0,0,0,AUTRE
ingénieur test et support run,alten maroc,rabat,467,68,0,0,1,1,0,INGENIERIE
chef de projet it,alten maroc,rabat,383,55,0,0,1,1,0,MANAGEMENT
ingénieur test & validation telecom,inetum,casablanca,426,60,0,0,0,0,0,INGENIERIE
gérant de station-service,non spécifié,casablanca,374,54,0,0,0,1,0,AUTRE
agent de maintenance automobile,richbond,casablanca,412,54,0,0,0,1,0,PRODUCTION_INDUSTRIE
chargé(e) de développement national,université internationale de rabat (uir),salé,479,57,0,0,0,1,0,AUTRE
conseiller commercial,manpower agences,marrakech,364,47,0,0,0,0,0,COMMERCIAL_VENTE
chef comptable (h/f),moore casablanca,casablanca,290,36,0,0,0,0,0,COMPTABILITE_FINANCE
commercial b2b,non spécifié,casablanca,334,48,0,0,0,0,0,COMMERCIAL_VENTE
commercial b2b,non spécifié,béni mellal (maroc),371,55,0,0,0,0,0,COMMERCIAL_VENTE
animatrice showroom,non spécifié,meknès (maroc),276,32,0,0,0,1,0,AUTRE
coordinateur achats junior h/f,alh holding,casablanca,396,56,0,0,1,1,0,AUTRE
"ingénieur etudes, veille & produit – promotion immobilière",alh holding,casablanca,454,65,0,0,0,1,0,INGENIERIE
comptable senior,alh holding,casablanca,420,56,0,0,1,1,0,COMPTABILITE_FINANCE
animatrice showroom,non spécifié,casablanca,344,44,0,0,0,1,0,AUTRE
responsable rh de proximité,non spécifié,casablanca,337,49,0,0,0,1,0,RESSOURCES_HUMAINES
responsable rh de proximité,non spécifié,meknès (maroc),418,58,0,0,0,1,0,RESSOURCES_HUMAINES
assistant (e) comptable,non spécifié,casablanca,431,56,0,0,0,1,0,COMPTABILITE_FINANCE
juriste gouvernance senior (h/f) — tanger,tmsa,tanger,364,53,0,0,1,1,0,AUTRE
infographiste,distamed sarl,casablanca,366,51,0,0,0,0,0,AUTRE
senior program manager (bilingual fr/eng),um6p - université mohammed vi polytechnique,benguerir (maroc),474,63,0,0,1,1,0,MANAGEMENT
stage pfe - qualité,groupe label'vie - carrefour,casablanca,406,59,0,0,0,1,0,AUTRE
ingenieur de recherche en geophysique appliquee et modelisation geologique h/f 1,um6p - université mohammed vi polytechnique,benguerir (maroc),438,58,0,1,0,1,0,INGENIERIE
manager projets it et digital technopolis,axa services maroc,rabat,479,67,0,0,0,1,0,MANAGEMENT
stage pfe - ressources humaines,groupe label'vie - carrefour,casablanca,450,68,0,1,0,1,0,RESSOURCES_HUMAINES
ingénieur(e) travaux (h/f),vinci energies afrique de l'ouest,casablanca,403,55,0,0,1,1,0,INGENIERIE
responsable technique ia,vinci energies afrique de l'ouest,casablanca,472,70,0,0,0,1,0,IT_DEVELOPPEMENT
eca recrute des conseillers commerciaux en assurance : 5000dhs + primes déplafonnées + transport,eca assurances,casablanca,336,46,0,0,0,0,0,LOGISTIQUE_TRANSPORT
assistante de livraison,m-automotiv,casablanca,353,46,0,0,0,0,0,ADMINISTRATIF
assistante back office,m-automotiv,casablanca,341,44,0,0,0,1,0,ADMINISTRATIF
directeur commercial – spécialité trucks,m-automotiv,casablanca,391,49,0,0,1,0,0,COMMERCIAL_VENTE
business analyst junior,m-automotiv,casablanca,355,47,0,0,1,0,0,AUTRE
chargée adv – administration des ventes,m-automotiv,casablanca,342,45,0,0,0,0,0,AUTRE
caissier – comptable,m-automotiv,casablanca,316,45,0,1,0,1,0,COMPTABILITE_FINANCE
commerciaux généralistes & new generation,m-automotiv,casablanca,479,65,0,0,0,0,0,AUTRE
responsable contrôle qualité produit,menara holding,safi (maroc),425,62,0,0,0,1,0,MANAGEMENT
chef de projet digitalisation & innovation en santé,aba technology,casablanca,409,60,0,0,0,1,0,MANAGEMENT
recruiter position,ntt data,tétouan,450,66,0,0,0,1,0,AUTRE
agente administrativo - spanish speaking,ntt data,tétouan,385,53,0,0,0,0,0,AUTRE
community manager h/f,outsourcia,casablanca,377,57,0,0,0,0,0,MARKETING_COM
chargé(e) de données clients (anglophone),cac (centrale automobile chérifienne),casablanca,343,49,0,0,0,0,0,IT_DEVELOPPEMENT
architecte logiciel java (h/f),dxc - cdg,casablanca,395,52,0,0,1,1,0,IT_DEVELOPPEMENT
hôtesse d'accueil: showroom audi (contrat intérimaire),cac (centrale automobile chérifienne),casablanca,326,40,0,0,0,0,0,ADMINISTRATIF
responsable technique métier cfo–cfa,groupe label'vie - carrefour,casablanca,456,65,0,0,0,1,0,MANAGEMENT
agente administrativo- spanish-portugues-speaking,ntt data,tétouan,365,49,0,0,0,0,0,AUTRE
analista/técnico de soporte / operaciones técnicas,ntt data,tétouan,319,42,0,0,0,0,0,AUTRE
telus is hiring banking customer support agents (french & english) - casablanca,telus digital,casablanca,374,52,0,0,0,1,0,AUTRE
coordinador técnico senior (sql / unix / middleware),ntt data,tétouan,459,67,0,0,1,0,0,AUTRE
administrateur système et réseaux h/f,non spécifié,meknès (maroc),382,50,0,0,0,1,0,AUTRE
développeur h/f,non spécifié,meknès (maroc),401,57,0,0,0,1,0,IT_DEVELOPPEMENT
help desk h/f,non spécifié,meknès (maroc),319,44,0,0,0,1,0,AUTRE
ingénieur ia h/f,non spécifié,meknès (maroc),364,49,0,0,0,1,0,INGENIERIE
responsable sécurité si h/f,non spécifié,meknès (maroc),421,63,0,0,0,1,0,MANAGEMENT
réceptionniste,manpower agences,casablanca,342,43,0,0,0,1,0,AUTRE
commercial (h/f),non spécifié,casablanca,360,47,0,0,1,1,0,COMMERCIAL_VENTE
responsable pilotage esg,aya gold & silver,casablanca,364,53,0,0,0,0,0,MANAGEMENT
technicien elevage équin (h/f),sorec,maroc (maroc),365,47,0,0,0,1,0,PRODUCTION_INDUSTRIE
team leader /manager bilingue (français et anglais) - casablanca,outsourcia,casablanca,382,53,0,0,0,0,0,MANAGEMENT
motion designer / vidéaste,outsourcia,casablanca,359,53,0,0,0,0,0,AUTRE
agent de support technique / helpdesk à distance parfaitement bilingue fr/uk (h/f),outsourcia,casablanca,421,58,0,0,0,0,0,AUTRE
hr & operations officer,ago jobs & hr,rabat,402,58,0,0,0,0,0,AUTRE
lead développeur / tech lead,sol30,casablanca,333,44,0,0,0,0,0,IT_DEVELOPPEMENT
"jobaanbieding: customer support representative – logistics (nederlands sprekend, 100% remote)",foundever (ex sitel group),casablanca,350,46,1,0,0,0,0,AUTRE
klantendienstmedewerker – leider in belgische telecommunicatie,foundever (ex sitel group),rabat,379,46,0,0,0,0,0,AUTRE
remote qa-analist – logistiek,foundever (ex sitel group),casablanca,365,45,1,0,0,0,0,AUTRE
senior data scientist,leyton,casablanca,343,43,0,0,1,0,0,DATA_IA
scientific consultant - spanish speaker,leyton,casablanca,356,46,0,0,0,0,0,AUTRE
ingénieur système et virtualisation senior,leyton,casablanca,418,56,0,0,1,0,0,INGENIERIE
data scientist,leyton,casablanca,404,54,0,0,1,0,0,DATA_IA
"sales development representative (us market, english-speaking)",leyton,casablanca,391,54,0,0,0,0,0,COMMERCIAL_VENTE
chargé (e) d'import (h/f),non spécifié,casablanca,258,33,0,0,0,1,0,AUTRE
acheteur (salé technopolis),axa services maroc,rabat,364,54,0,0,1,1,0,LOGISTIQUE_TRANSPORT
chargé de recrutement it,alten maroc,rabat,405,61,0,0,0,1,0,AUTRE
conseiller commercial,intelcia,casablanca,290,39,0,0,0,0,0,COMMERCIAL_VENTE
ingénieur (e) développement camunda/bpmn,btechnologie,rabat,324,41,0,0,0,0,0,IT_DEVELOPPEMENT
consultant technique senior servicenow (h/f),dxc - cdg,rabat,412,53,0,0,1,1,0,AUTRE
commercial terrain b2b,manpower agences,meknès (maroc),373,54,0,0,0,1,1,COMMERCIAL_VENTE
conseiller technique,intelcia,casablanca,376,54,0,0,0,0,0,AUTRE
televendeur,intelcia,casablanca,338,43,0,0,0,0,0,COMMERCIAL_VENTE
responsable de zone,non spécifié,laâyoune (maroc),435,62,0,0,0,1,0,MANAGEMENT
responsable maintenance mécanique fixe,aya gold & silver,taliouine (maroc),420,56,0,0,0,0,0,PRODUCTION_INDUSTRIE
responsable logistique import et export,aya gold & silver,casablanca,368,53,0,0,1,0,0,LOGISTIQUE_TRANSPORT
assistante de direction générale,fmps  - fondation marocaine du préscolaire,rabat,379,48,0,0,0,1,0,ADMINISTRATIF
conseiller technique de vente en climatisation anglophone (h/f),maroc climate and security (mcs) - carrier,casablanca,381,48,0,0,0,1,0,AUTRE
chargé d'approvisionnement bilingue (h/f),maroc climate and security (mcs) - carrier,casablanca,383,55,0,0,0,1,0,AUTRE
chargé(e) d’assistance technique à mi temps (en réception d’appels),manpower agences,casablanca,431,60,0,0,0,0,0,AUTRE
maintenance technician,yazaki morocco,kenitra,416,55,0,0,0,1,0,PRODUCTION_INDUSTRIE
responsable it (h/f),sofrecom maroc,casablanca,409,56,0,0,0,1,0,MANAGEMENT
responsable fabrication (h/f),groupe bel,tanger,404,52,0,0,1,0,0,MANAGEMENT
ingenieur(e)/technicien(ne) qualité fai,akkodis maroc,tanger,366,46,0,0,1,0,0,PRODUCTION_INDUSTRIE
conseiller commercial audi (h/f),cac (centrale automobile chérifienne),casablanca,349,51,0,0,0,1,0,COMMERCIAL_VENTE
chargé(e) de relation client bancaire – octroi de crédits,concentrix,salé,389,56,0,0,0,0,0,AUTRE
commercial confirmé – matériel médical (h/f),crit,casablanca,375,51,0,0,1,0,0,COMMERCIAL_VENTE
assistant(e) rh,non spécifié,rabat,294,37,0,0,0,1,0,RESSOURCES_HUMAINES
chargé de clientèle/démarcheur,cat assurance et réassurance,casablanca,363,49,0,0,0,1,0,AUTRE
chargé contrôle réception et approvisionnement,non spécifié,casablanca,340,44,0,0,1,1,0,AUTRE
network specialist l2 (bilingue fr/an),marketing call center,rabat,412,57,0,0,0,0,0,AUTRE
téléconseillers en réception d'appels,tersea,casablanca,358,49,0,0,0,1,0,AUTRE
responsable financier groupe – france & maroc,orh assessment,casablanca,388,49,0,0,0,0,0,MANAGEMENT
comptable,non spécifié,tanger,409,56,0,0,1,1,0,COMPTABILITE_FINANCE
agent gestion & suivi parc véhicules,non spécifié,casablanca,552,80,0,0,0,1,0,AUTRE
televendeur secteur bancaire,intelcia,casablanca,341,45,0,0,0,0,0,COMMERCIAL_VENTE
payroll & hr report sr specialist,yazaki morocco,kenitra,304,47,0,0,0,1,0,AUTRE
techniciens niveau baccalauréat (t),non spécifié,casablanca,314,40,0,0,0,1,0,PRODUCTION_INDUSTRIE
chargé reproduction et santé équine (h/f),sorec,meknès (maroc),475,66,0,0,0,0,0,PRODUCTION_INDUSTRIE
team manager bilingual (fr/en),cnexia,casablanca,384,55,0,0,0,1,0,MANAGEMENT
responsable technique devops (h/f),sofrecom maroc,casablanca,311,40,0,0,0,1,0,MANAGEMENT
gestionnaire administratif,campus france,rabat,409,57,0,0,0,0,0,ADMINISTRATIF
change manager (h/f),btechnologie,rabat,528,70,0,0,0,1,0,MANAGEMENT
expert méthode et opérations (h/f),btechnologie,rabat,367,51,0,0,0,0,0,AUTRE
ingénieur expert qos – troubleshooting radio mobile (h/f),btechnologie,rabat,343,47,0,0,0,0,0,INGENIERIE
ingénierie détaillé ip/wdm senior (h/f),btechnologie,rabat,417,60,0,0,1,0,0,AUTRE
comptable sap s/4hana,btechnologie,rabat,413,62,0,0,1,0,0,COMPTABILITE_FINANCE
manager déploiement réseaux – ftta & wdm (h/f),btechnologie,rabat,323,43,0,0,0,1,0,MANAGEMENT
office manager expérimenté (e),non spécifié,casablanca,454,62,0,0,1,0,0,MANAGEMENT
contrôleur de gestion,arcol,casablanca,369,47,0,0,1,1,0,COMPTABILITE_FINANCE
chef de projet bi,cac (centrale automobile chérifienne),casablanca,433,65,0,0,0,0,0,MANAGEMENT
juriste senior h/f,groupe azura,casablanca,405,58,0,0,1,1,0,AUTRE
chargée de communication et marketing digital (h/f),locamed,rabat,386,51,0,0,0,1,0,MARKETING_COM
caviste,palais jamaï,fès,368,56,0,0,0,0,0,AUTRE
responsable informatique ( navision ),non spécifié,casablanca,354,49,0,0,0,1,0,MANAGEMENT
technicien informatique,vinci energies afrique de l'ouest,casablanca,425,61,0,0,0,1,0,PRODUCTION_INDUSTRIE
architect entreprise (h/ f),non spécifié,rabat,482,64,0,0,0,1,0,AUTRE
ingénieur de production devops (h/f),non spécifié,casablanca,446,61,0,1,0,0,0,PRODUCTION_INDUSTRIE
concepteur développeur fullstack (h/f),non spécifié,casablanca,488,69,0,1,0,1,0,IT_DEVELOPPEMENT
concepteur développeur c++ (h/ f),non spécifié,casablanca,466,63,0,0,0,1,0,IT_DEVELOPPEMENT
"jobaanbieding: customer support representative – logistics (nederlands sprekend, 100% remote)",foundever (ex sitel group),casablanca,406,51,1,0,0,0,0,AUTRE
klantendienstmedewerker – leider in belgische telecommunicatie,foundever (ex sitel group),rabat,438,55,0,0,0,0,0,AUTRE
remote qa-analist – logistiek,foundever (ex sitel group),casablanca,365,48,1,0,0,0,0,AUTRE
chef de projet si,non spécifié,casablanca,408,62,0,0,0,1,0,MANAGEMENT
chargé de relations medias,non spécifié,casablanca,424,60,0,0,0,1,0,AUTRE
ingénieur topographe,non spécifié,casablanca,360,46,0,0,0,1,0,INGENIERIE
ingénieur systèmes,non spécifié,casablanca,387,48,0,0,0,1,0,INGENIERIE
chargé de formation h/f,go rh maroc,casablanca,312,44,0,0,0,1,0,AUTRE
responsable recrutement h/f,go rh maroc,casablanca,404,55,0,0,0,0,0,MANAGEMENT
comptable sénior,figeac aero maroc,nouaceur (maroc),424,56,0,0,1,1,0,COMPTABILITE_FINANCE
chef de projet sénior,figeac aero maroc,nouaceur (maroc),360,52,0,0,1,1,0,MANAGEMENT
coordinateur paie,figeac aero maroc,nouaceur (maroc),449,67,0,0,1,1,0,AUTRE
chargé(e) de recrutement,figeac aero maroc,nouaceur (maroc),440,59,0,0,0,1,0,AUTRE
hr business partner,coats maroc,casablanca,336,53,0,0,1,1,0,AUTRE
ingénieur back-end,ago jobs & hr,rabat,375,50,0,0,0,1,0,IT_DEVELOPPEMENT
ingenieur de recherche en geophysique appliquee et modelisation geologique h/f 1,um6p - université mohammed vi polytechnique,benguerir (maroc),444,53,0,0,0,1,0,INGENIERIE
responsable transport et douane,figeac aero maroc,nouaceur (maroc),362,46,0,0,1,1,0,LOGISTIQUE_TRANSPORT
onboarding specialist - chargé(e) d'intégration (h/f),btechnologie,rabat,375,50,0,0,1,1,0,AUTRE
commercial en immobilier (h/f),carl rogers consulting,marrakech,357,49,0,0,0,0,0,COMMERCIAL_VENTE
gestionnaire des immobilisations sénior (rabat),fondation arrawaj,rabat,343,49,0,0,1,1,0,AUTRE
responsable recouvrement (h/f) – secteur btp,carl rogers consulting,casablanca,315,42,0,0,0,1,0,MANAGEMENT
manager qualité,non spécifié,tanger,427,59,0,0,0,0,0,MANAGEMENT
stage pfe - ingénieur sharepoint / data,orange business,rabat,369,58,0,1,0,1,0,INGENIERIE
stage pfe - communication & community management (profil anglophone),orange business,rabat,404,55,0,1,0,1,0,AUTRE
