title_clean,company_clean,location_clean,description_clean,desc_length,title_length,word_count,source,link
assistante achat,non spécifié,casablanca (maroc),"catégorie: lancer 4k
nous recrutons une assistante achat expérimentée pour une holding, spécialisée dans l''immobilier et les travaux. vos missions incluront le suivi des besoins, le sourcing fournisseurs, la gestion des commandes et des dossiers administratifs. un bac+2/5 en gestion/achats et 2-3 ans d''expérience en achats immobiliers sont requis.",355,16,48,Rekrute,https://www.rekrute.com/offre-emploi-assistante-achat-recrutement-confidentiel-casablanca-178456.html
finance business partner,groupe label''vie - carrefour,casablanca (maroc),"catégorie: 
groupe labelvie recherche un finance business partner à casablanca. vous analyserez et suivrez les performances financières et opérationnelles, fournirez des recommandations stratégiques et participerez à la construction budgétaire. profil bac+5 avec plus de 4 ans d''expérience en contrôle de gestion/finance, doté d''un esprit d''analyse et d''un bon relationnel.",383,24,49,Rekrute,https://www.rekrute.com/offre-emploi-finance-business-partner-recrutement-groupe-labelvie---carrefour-casablanca-178455.html
analyste (mergers & acquisitions) junior,aba technology,casablanca (maroc),"catégorie: 
aba technology recrute un analyste junior m&a pour soutenir les opérations de croissance externe et de levées de fonds. vous réaliserez des recherches sectorielles, des analyses financières et contribuerez à la production de supports transactionnels. un bac+4/5 en finance/stratégie et une première expérience en finance d''entreprise sont requis, avec une excellente maîtrise d''excel/powerpoint et un bilinguisme fr/en.",441,40,58,Rekrute,https://www.rekrute.com/offre-emploi-analyste-mergers-acquisitions-junior-recrutement-aba-technology-casablanca-178453.html
ingénieur devops sénior (h/f),non spécifié,casablanca (maroc),"catégorie: lancer 4k
ingénieur devops senior (h/f) cdi à casablanca. assurer l''exploitation applicative, la supervision technique et accompagner la mise en production. expérience requise de 7-10 ans en gestion d''infrastructures critiques et cloud, avec une forte exposition linux, supervision et ci/cd.",306,31,40,Rekrute,https://www.rekrute.com/offre-emploi-ingenieur-devops-senior-hf-recrutement-confidentiel-casablanca-177570.html
responsable maintenance,best biscuits maroc,had soualem (maroc),"catégorie: 
best biscuits maroc recherche un responsable maintenance pour assurer la disponibilité des équipements de production. le poste implique la gestion de la maintenance préventive et corrective, la supervision d''équipe et l''optimisation des plans de maintenance. vous devez être ingénieur d''état avec 5 ans d''expérience en maintenance industrielle, idéalement dans l''agroalimentaire.",401,23,51,Rekrute,https://www.rekrute.com/offre-emploi-responsable-maintenance-recrutement-best-biscuits-maroc-had-soualem-178452.html
consultant liferay,inetum,casablanca (maroc),"catégorie: 
inetum recrute un consultant liferay expérimenté pour la conception, le développement et le paramétrage de portails digitaux liferay dxp en mode saas/cloud. le poste exige une maîtrise de java/jee, osgi, des apis rest, des technologies front-end (react, angular), et une expérience avec liferay dxp 7.x. rejoignez notre équipe pour innover et accompagner nos clients dans leur transformation digitale.",421,18,59,Rekrute,https://www.rekrute.com/offre-emploi-consultant-liferay-recrutement-inetum-casablanca-178451.html
consultant devops aws (h/f),dxc - cdg,"rabat, rabat-salé-kénitra, maroc (maroc)","catégorie: 
dxc technology recherche un consultant devops aws (h/f) expérimenté pour gérer, concevoir et optimiser les infrastructures cloud aws. vous serez responsable du déploiement, de l''automatisation (terraform, cloudformation), de la sécurité et de la réduction des coûts aws. un profil autonome avec une solide maîtrise des services aws et des outils iac est requis.",383,27,54,Rekrute,https://www.rekrute.com/offre-emploi-consultant-devops-aws-hf-recrutement-dxc---cdg-rabat-rabat-sale-kenitra-maroc-178450.html
commercial (h/f),axa services maroc,rabat / salé technopolis (maroc),"catégorie: 
axa services maroc recherche un commercial (h/f) pour développer son portefeuille client en proposant des produits d''assurance. vous serez responsable de la vente, du conseil client et de la gestion des dossiers. formation bac+2 minimum, excellentes compétences en français, techniques de vente par téléphone et fibre commerciale sont requises.",362,16,50,Rekrute,https://www.rekrute.com/offre-emploi-commercial-hf-recrutement-axa-services-maroc-rabat-sale-technopolis-178449.html
commercial (h/f),axa services maroc,rabat / salé technopolis (maroc),"catégorie: 
axa services maroc recherche un(e) commercial(e) en assurance pour développer son portefeuille client. vos missions incluront la vente de produits, le conseil client et la gestion des dossiers. vous justifiez d''une formation bac+2 minimum, maîtrisez le français, possédez des techniques de vente par téléphone et avez une forte fibre commerciale.",365,16,51,Rekrute,https://www.rekrute.com/offre-emploi-commercial-hf-recrutement-axa-services-maroc-rabat-sale-technopolis-178448.html
chargé d’assistance (h/f),axa services maroc,technopolis (maroc),"catégorie: 
axa services maroc recrute un chargé d’assistance (h/f) à rabat. vos missions : prendre en charge les appels des assurés en difficulté, organiser les prestations d''assistance et gérer la relation client. profil recherché : formation bac+2, excellente maîtrise du français à l''oral et à l''écrit, et fibre commerciale.",342,28,49,Rekrute,https://www.rekrute.com/offre-emploi-charge-dassistance-hf-recrutement-axa-services-maroc-technopolis-178447.html
responsable des achats,non spécifié,casablanca (maroc),"catégorie: lancer 4k
responsable des achats recherché à casablanca. vos missions incluront l''achat de produits, la comparaison d''offres fournisseurs, la négociation de contrats et le suivi des commandes. vous analyserez les coûts et gérerez les niveaux de stock pour assurer l''approvisionnement.",301,22,40,Rekrute,https://www.rekrute.com/offre-emploi-responsable-des-achats-recrutement-confidentiel-casablanca-178446.html
project management officer - pmo (h/f),bcp tech,casablanca (maroc),"catégorie: 
bcp technologies recherche un(e) project management officer (pmo) pour accompagner la direction des projets et les équipes techniques dans le pilotage et la gouvernance des programmes stratégiques. le/la candidat(e) idéal(e) justifie de 5 à 8 ans d''expérience, d''un bac+5, et d''une expertise dans le suivi de projets complexes, la production de reporting et l''animation d''instances.",400,38,56,Rekrute,https://www.rekrute.com/offre-emploi-project-management-officer---pmo-hf-recrutement-bcp-tech-casablanca-178373.html
supply chain crisis management,capgemini engineering,casablanca (maroc),"catégorie: 
capgemini engineering recherche un(e) supply chain crisis manager pour gérer les crises d''approvisionnement. vos missions incluent l''animation des points quotidiens, la définition de plans d''action avec les fournisseurs, et l''optimisation des flux pour minimiser les perturbations. titulaire d''un master ou diplôme d''ingénieur en logistique/achat, vous maîtrisez l''anglais et le français, avec de solides compétences analytiques et si (excel, pbi).",468,30,60,Rekrute,https://www.rekrute.com/offre-emploi-supply-chain-crisis-management-recrutement-capgemini-engineering-casablanca-177829.html
avis aux jeunes diplômés. intégrez unifitel et bénéficiez d''un tremplin vers les métiers financiers,unifitel,casablanca (maroc),"catégorie: 
unifitel recherche de jeunes diplômés pour des postes clés dans le crédit et l''assurance au maroc. vos missions incluront le conseil client, le montage de dossiers, l''étude et l''acceptation, ainsi que le recouvrement. ce poste exige une excellente maîtrise du français, des compétences informatiques, et un fort dynamisme.",343,105,49,Rekrute,https://www.rekrute.com/offre-emploi-avis-aux-jeunes-diplomes.-integrez-unifitel-et-beneficiez-dun-tremplin-vers-les-metiers-financiers-recrutement-unifitel-casablanca-178445.html
chef de projet moa cash management – kyriba (h/f),tectra,casablanca (maroc),"catégorie: 
tectra recherche un(e) chef de projet moa cash management – kyriba (h/f) pour piloter le déploiement d''un tms et la connectivité bancaire multi-banques. vous dirigerez les ateliers, la coordination bancaire, les tests et la conduite du changement. bac+5 avec 5 ans minimum d''expérience en cash management et connaissance de kyriba ou tms équivalent requises.",377,51,55,Rekrute,https://www.rekrute.com/offre-emploi-chef-de-projet-moa-cash-management-kyriba-hf-recrutement-tectra-casablanca-178175.html
ingénieur poste de travail middle senior,dxc - cdg,technopolis (maroc),"catégorie: 
dxc technology recherche un ingénieur poste de travail middle senior pour développer des outils, automatiser le master et assurer le support n3. le poste requiert une formation bac+4/5 en informatique et 4 à 7 ans d''expérience, avec des compétences en vbscript et powershell. vous serez responsable de la conception, de l''intégration et de la maintenance des environnements de poste de travail et de la gestion de projets associés.",451,41,69,Rekrute,https://www.rekrute.com/offre-emploi-ingenieur-poste-de-travail-middle-senior-recrutement-dxc---cdg-technopolis-178444.html
cameraman / monteur video,um6p - université mohammed vi polytechnique,benguerir (maroc),"catégorie: 
mohammed vi polytechnic university recherche un cameraman / monteur vidéo à benguerir. vos missions incluent le tournage et le montage vidéo de haute qualité, ainsi que la gestion du matériel. vous avez une formation bac à bac+3 et 1 à 3 ans d''expérience, avec une maîtrise des logiciels de montage et un portfolio apprécié.",348,25,55,Rekrute,https://www.rekrute.com/offre-emploi-cameraman-monteur-video-recrutement-um6p---universite-mohammed-vi-polytechnique-benguerir-178230.html
capacity building manager,um6p - université mohammed vi polytechnique,laayoune (maroc),"catégorie: 
mohammed vi polytechnic university recherche un capacity building manager pour son institut asari à laayoune. le poste implique la conception, la coordination et la mise en œuvre de programmes de formation pour divers acteurs agricoles. le candidat idéal possède un diplôme supérieur en développement agricole, une expérience de terrain significative et d''excellentes compétences en communication en arabe et en anglais.",442,25,61,Rekrute,https://www.rekrute.com/offre-emploi-capacity-building-manager-recrutement-um6p---universite-mohammed-vi-polytechnique-laayoune-178277.html
spécialiste support en systèmes d''information - nador et région - ref. 006412,novancy,nador (maroc),"catégorie: 
nous recherchons un spécialiste en automatisation et équipements intelligents pour notre nouvelle usine à nador. vos missions principales incluent l''installation, la maintenance et l''optimisation des systèmes automatisés pour améliorer l''efficacité opérationnelle. un diplôme bac+3 dans un domaine pertinent et une expérience en automatisation industrielle sont requis, avec une maîtrise de l''arabe et du français.",439,80,55,Rekrute,https://www.rekrute.com/offre-emploi-specialiste-support-en-systemes-dinformation---nador-et-region---ref.-006412-recrutement-novancy-nador-178443.html
